review,rating
"Thanks Flipkart for this opportunity to get out needed stuff easily, this time I want to thank for my TV which I brought and replaced to the same content. I am happy with your product, service & customer support. I also want to suggest you something that to improve the ekart delivery boyes service quality. Overall I'm very much satisfied and looking forward buy meny more products from online and suggest all my friends & family to do the same. Thank you Flipkart.... Rajdev Adhikary 🇮🇳READ MORE",5.0
"Finally i git it in my hand. Got istallation. And its bomblastic LED tv. Who are thinking to buy a tv.. Just go ahead and buy mi. And many people on youtube are telling you that this tv is not LED and its LCD. So be logical and decide, LCD tvs are far thick than LED as it has backlight panel inside. So how could it be possible to make LCD as thinnest as LED. And black looks as a black. Its not grey.READ MORE",5.0
"Sound is good. Picture quality is worst. Y should we buy a TV if the picture is blurred. Smart is only namesake. Connects but blurrrrrr. Spend some more money and go foe the best always. Sony, LG, Samsung. This is not like a fast food to eat and go. U can not buy a TV everyday. Dont treat this as common review. Still if u want to buy, first u have an eye for sometime on TV. Then decision is yours.READ MORE",1.0
"TV is good in this price range. Picture quality is not like samsung or sony but it is the best you can get in this price. Colors are okay but black does not seem to be black, it's bit gray. Youtube is not supported and even most of the series are not included in Voot like 'Bob the builder' is not part of voot kids. Please xiomi, if you are integrating any application so atleast include all the shows. Tv remote is a plus. Very smooth and sexy. You will love it. Batteries are not given so you...READ MORE",4.0
1st Clearly Written on TV its LCD Panel & Not LED Panel.2nd Sound Quality is Ok Ok 3rd No Other Apps Can be Downloaded4th When Viewing from Front Angel its Good But Side View Color gets Faint.5th Main thing You Tube/ HotStar/ Gana / Google Play etc etc not available on PatchWallUpdate Require Urgently for MIUI Ver 1.0.0Thing Before Buying or Wait till Updated MIUI comes.I m fan of MI Mobiles but here MITV i m disappointedREAD MORE,2.0
"This is not smart tv. Most android apps can't support. I installed side load via apps. Only support YouTube, VLC media player, amazon prime, Netflix, apps. This TV does not have Bluetooth support. There is no mute button on this TV remote. There is no number button on this TV remote. Sound quality, picture quality awesome. But this tv not full smart tv. Normal tv only. I'm not satisfied this tv purchase. Perhaps this TV software may be updated in the future, but now my opinion is that this TV...READ MORE",3.0
"BOOMBASTIC!!!    Thanks to Flipkart for delivering the TV to Chennai in 2 days and Installation was done by Jeevees Engineer on the next day itself after promp followup & within scheduled timing.     First of all who ever bought this through flash sale are considered as lucky one and Proud owner of MITV 4A. This is such a fabulous TV with most of the Android and technical features have it on known popular brands like Sony, Samsung etc., and for this Price tag, it's emerges as a real winner...READ MORE",4.0
"What a fabulous visual delight ! After the demo of my 43"" MI Tv , I immediately ordered 2 more for my house. The patch wall is fantastic loaded with the latest content, I am able to mirror the screen and below are some of initial tests (UAT) :)1) Mirror Screen working seamlessly !2) Chrome cast  working seamlessly !3) Google Chrome I am able to install and run ! (what more do you need ?)4) USB Drive, External HDD, HDMI dish Tv, Digital Camera (AV ports) wired headphone working seamlessly...READ MORE",5.0
LIKE everyone I was also skeptical about the smart tv but I had trust in the company of XIAOMI that they won't let down a product just because it has a quite reasonable price. I have been using an MI phone for the last 5 years and I never faced any issue with it. Thus I was very confident while purchasing this SMART TV.now the review - it undoubtedly one of the best budget friendly smart Tv's in the market and It does stand out with its features.in my experience with the tv I have not face...READ MORE,5.0
"Outstanding product for the given price.Sound is very loud, crisp and clear.Connectivity features:# 2 USB ports are inaccessible if wall mounted- USB extension cables should solve the problem.# 2.4 Ghz Wi-Fi connectivity is only available but is fast enough.# 1ARC HDMI and 2 normal HDMI ports are available, which should be more than enough.# 3.5mm audio jack available for speakers, headphones and Bluetooth transmitters connectivity.# LAN port is also provided.Applications and other...READ MORE",5.0
"I was lucky enough to get this TV from the 17th April flash Sale. TV was delivered in next 4 days (21 April). Delivery guy open the TV package and showed me that there isn't any damage in TV while delivering. Service engineer scheduled to visit the TV on 24 April.  If anyone is interested, this TV is LED backlit LCD TV. It's written on the right face of the package box as a note.TV quality is good, sound quality is also good. As this is a smart TV watching YouTube is fun. Although you can...READ MORE",4.0
After 2 weeks of usage review:1# Picture ClarityThe picture clarity is good .Color production is pretty good.Brightness and contrast can be adjusted Adaptive display eye protection all works fine.Everyone should know that its a led backlit lcd tv.All tvs are lcd with led backlit .Panel type is unknown.However i think its VA .Viewing angle is not that great.There is a glaring effect when viewed from angles.Overall display is 4.42#SoundLoud clear base reflex stereo sound .Depends on the ...READ MORE,5.0
"1st thing I got this LED TV that the price of 13,000 only on 10% HDFC instant discount. pros of  tv-         1.TV is very lightweight around 4 kg.                      2.picture quality superb in 720 and 1080 pixel, quality is also maintain in set up box                                3..audio quality just wow sound is to Lord and clear 4.Wi-Fi connectivity is great but Miracast connectivity is poor but Miracast is fine with MI phones.          5........ too much content on patchwall you can ...READ MORE",5.0
"I am already happy with Mi phones as all of my family members are using since long time. Today as I receives the MI led TV 4A 32 inch with neat and tidy packing , I was really delighted with Flipkart service. The TV is best at this price, sound and picture quality is awesome . The person gave a demo and setup was done successfully. I would suggest this TV for the ones who wants to go for a good TV at this budget. For higher range they can go for the Full HD and 4K MI Led. Overall experience i...READ MORE",5.0
"Awesome Experience To Have MI TV 4A in ny living room. Best Smart TV in this price range. As we know that currently it doesn't supports Google Play Services and play store, So you can download ""Aptoide TV"" application from an external source and install it on your MI tv via USB. This is also a app store, you can find all the application such as Hotstar, Youtube, Facebook, Browser, Audio/Video Player, Saavn, Games, etc.I'm enjoying it without any problem. I recommend all to use this app to in...READ MORE",5.0
"PLEASE DO NOT GO WITH THE GOOD REVIEWS, THE PRODUCT IS NOT GOOD AT ALL.IT ONLY HAS 6-7 DEFAULT APPS AND OTHER APPS WILL NOT EVEN WORK IF YOU INSTALL IT FROM A USB.NETFLIX IS GETTING INSTALLED THROUGH USB BUT IT IS NOT WORKING OR I CANNOT NAVIGATE TO THE EXACT SERIAL OF EPISODE I WANT TO WATCH.THERE IS NO APP STORE OF MI FROM WHERE U CAN DOWNLOAD COMPATIBLE APPS.MAKE SURE YOU BUY A GOOGLE CHROMECAST OR FIRESTICK WITH THIS SO CALLED SMART TV TO MAKE IT SMART ENOUGH TO WORK FOR YOU.PATHETIC...READ MORE",1.0
"I was in a great confusion among ""mi TV 32 inch"" and ""Thompson 32 inch"" both had almost same features . but I was worried about the after sale services of the Thomson TV because in my area there was no service center. coming to mi TV 1)The picture and sound clarity is very brilliant . to know that well you have to play a movie of 1gb size and you can clearly understand the picture clarity. Sound is also perfect  . it has much loudness. 2) the remote is simple . but it lacks the switch for ...READ MORE",5.0
"I got best product in this price. Quality of the product is not as per expected. Though it has a LED LCD backlight panel pictures quality is good  ,Sound quality is superb, Wall mounting bracket quality is pure not as like for rupees 400/-. IR blaster cable should be given free of cost by Xiaomi because it is a part of TV and it should be depends on person's use.It costs me 200/-. Also delivery of product is on time by Flipkart.It is a best budget TV in 15000/-. I recommend to all those who ...READ MORE",4.0
"The TV is really good at this price segment.pros.1. nice picture quality2. supports almost every video codec3. you can attach keyboard and mouse also4. you can attach home theater system via earphone socket.5. very light weight hence easy to transfer from place to place.cons.1. no vga port, you can't attach your pc having VGA port. I have cpu with VGA but it cannot be attached to this tv because no VGA port in tv.2. sound is very low and not enough for a medium size hall also.3. al...READ MORE",4.0
"Best smart tv with lowest price.... must buy... you can install jio tv and jio movies.... build quality is too good...patchwall Os presents a beautiful home screen containing  popular videos , movies and serieses arranged by your priority setup... If you could get install jio tv , then no DTH will be needed for watching or browsing every tv channels or show throughout india. It has pre-installed Hotstar,Voot,ALT balaji, and many more... you can install MX player or VLC player to play any type...READ MORE",5.0
"After 3 days usage my review comments : If your budget is between 10k - 20k , then this is the best 32 inch TV.... Worth and value for Money....Excellent service from Flipkart and delivery within 24 hrs of purchase. Installation and demo delayed...Tips : Use your USB or wireless mouse & keyboard... which will help us in many ways.. during browsing, control selection in OS and apps  etc \. Which saves us our time a lot.Sound : 9 / 10  Very loud and Without any base effect -  if music fo...READ MORE",5.0
"100% Honest reviewWe all know what it is included in this Tv,  so I will only clarify doubts.1. Tv is not fully smart.... Don't have wifi direct only have miracast. So if your phone is stock android than you won't be able to do screen mirroring.2. IR STB cable works but unfortunately not correct. I have tested on DD Free dish and It fails to switch correct channels.3. I can't able to run youtube and chrome at first. But after some update youtube appears in app section and works nicely but...READ MORE",2.0
"Great experience. fast installation service. best TV at this price. better than LG or Samsung though you can't compare with Sony. Xiaomi should include battery, IR bluster and TV stand in the package. there are few cons in this TV as well. firstly no Bluetooth so you won't be able to connect Bluetooth headphones. no Bluetooth remote like the 4k version. incomplete OS, must have pre-installed playstore and some useful apps. other than these everything is too good. Sound is great as well as pic...READ MORE",5.0
~ Value for money.~ Light weight.~ Looks better than most branded models.~ 3xHDMI port is plus when you compair with the price.~ You can search on YouTube | how to install application on MiTv through usb drive. You will also find the softwares on video description. It doesnt support google play store as of now but install tvdroid app on your tv and you can download almost every software that you may want.~ Good picture quality.~ Amazing sound quality.~ Vga port is missing but you could...READ MORE,5.0
"After more then 15days usage I feel MI TV value for money.Pros:1.looks good, bigger display and slim.2.youtube and hot star working very wellCons:1.disply brightness has not to calibration properly. I have search internet and changed my self its work fine can try the following settings:Brightness -50Contrast-50(TV)  or  55Sharpness - 20Saturation - 45Color - StandardBack light - 50 I feel this display color good try it.2.quality of back panel and stand is cheep material .3.soun...READ MORE",4.0
"Excellent product at this price tag. Mi is doing well in Mobile phone as well as in TV. Definitely a game changer in smart TV segment.Sound-ExellentPicture Quality-NiceAesthetic-SuperbWeight-Like laptopConnectivity-AwesomeRemote-Better than anythingBut it's stability and life, have to check in future.Go for it. 32inch smart TV in ₹14k you can't get anywhere. So you can buy blindly.READ MORE",5.0
I think that it's much better Tv in whole market and sound quality is very good and picture quality is above average not much better and better than the other Tv like thomson and iffcon and other and Over all is very good..... and u can go for it.......  thanksREAD MORE,5.0
"Dear Flipkart Friends,I have purchased Mi TV 43 inch on 16th March, deluvered and installed by Jeeves executive on 20th March.As of now TV is working fine.Below are the Pros & Cons which I have noticed.IMP: Whoever not got this TV in Flipkart or mi website,please visit nearby MI store, u can get easily.I think online shopping websites are creating demand themselves while doing flash sale Pros:Good display qualitySound is good and enough for me for normal living HallSmart function...READ MORE",5.0
"Display - Display quality is just awesome, i get what i expect from this tv.Sound - Sound is really good and loud enough, but there is no bass in this tv.Connectivity - You can connect your phone, laptop, screen mirroring, mira cast etc.Smart Features - Smart features are above avrage, Bcoz there is no pre-loaded apps in this tv you have to install via pen drive.Overall Fully Satisfied With Tv...Note - If You Are Thinking You'll Get HD Picture Quality Then You Have To Go For HD Set ...READ MORE",5.0
"Yeah I'm satisfied by the quality of the product by Flipkart and aslo thankful to jeeves,installation partner to giving me a IR cable worth Rs 300 in free.Overall it's my pleasure to buy this product from Flipkart and ekart to delivered on time so I recommend to all who wants to by this product go for it.READ MORE",5.0
Everything is fine i like the TV but the picture quality and colours are not so good so if you are searching for a tv that have good colours and perfect picture quality i will suggest you go for Thomson TV or sonyREAD MORE,3.0
"For those who are saying it's LCD not LED. So Brothers for your kind information every LED TV has LCD panel with LED backlit, earlier CCFL was used in LCD TVs. Definitely it's a full HD TV not HD TV. It can easily give compete with other popular brands like Sony LG.READ MORE",5.0
"I get much and more in ₹13999 in comparison to other LED TV ,its all feature is best . its sound quality is also best .and Who ordered it feels good. This TV support android programs.Thanks Xiaomi MIREAD MORE",5.0
"In the price, it's sure the best value for money at the moment. Four years back, I had bought Samsung 40"" non-Smart LED in more than double price.But price isn't only factor. It doesn't leave any stone unturned on any feature. iR cable is a nice innovation, detects 2Tb HDD easily and PatchWall is easy and fluid. Did I tell you that it has an exceptional loud voice?facing only one issue, unable to connect Mi Remote App on One Plus 3 with this TV over WiFiREAD MORE",5.0
Awesome pictures quality within great price. If someone planning to buy a new tv I suggest you all buy MI TV because within this price range you can't get smart tv with great picture quality. MI TV really compet with others branded company tv.READ MORE,5.0
For cheaper.Dis advantages1. we need to connect usb for app installation.2. miracast screen mirroring only available. its available in mi phones. for other android phone it won't available and not allow to share the screen.3. no play store available.4. everytime we need to install the app by apk downloaded in usb.5. Dont compare with samsung and sony tvs HD display.6. many apps not supported and not able to access it.7. keyboard available in tv is very difficult to use it. 8. there ...READ MORE,2.0
"Pros: - Great sound. I'm mighty impressed by the speakers. you wont need a sound bar. - the picture quality is good, but not great. blacks could have been darker. But considering the price tag, it's great value for money.- delivery and installation was done quick and smooth.Cons: - NO IR BLASTER INCLUDED! I fail to understand why. Costs about Rs 150.- No AAA batteries for the Mi remote included. Guys at Xiaomi - it costs 20 bucks to get those, but was highly inconvenient as i had to go...READ MORE",3.0
"Color contrast is lowSound is awesome Picture quality is good Screen cast is not good No play store so can't use some updated app like zee5, jio tvREAD MORE",3.0
Patch wall ui is awesome. For this price range this tv is best. Still there are some cons like no youtube and play store but hoping xiaomi will bring it soon. As of now I am using youtube in Kodi which is working fine and terrarium app also works fine in the tv.READ MORE,5.0
"worth for price??? i can't say because the feature it has given are not up to the mark.here are my observations..1. HDMI cable i connected to my laptop. a blank desktop showing it.  I'm unable to watch anything except a desktop wallpaper of my laptop on tv.2. pendrive / hard-disk support. only few formats it will play. remaining.. ""not supportable ""3. youtube video quality . Max.720 pixel.not more than that.4. mira cast : it connects only to few devices... it won't connect to Motorol...READ MORE",1.0
One star for super fast delivery by flipkart and installation person comes to home on next day of delivery. after mounting TV in stand. Installation person plugged TV in socket there is no response from TV.  flipkart help on this issue. need a replacement with genuine product.  MI should take action on this.READ MORE,1.0
Not A Good Smart TV Because Playstore And Any Google Service Will Not Install And Work In This TV And Sound Quality Is Poor. Video Quality Is Very Very Good. But If You See As Price Then Product Is 7 From 10 Score.READ MORE,3.0
"Fast deliveryWhen we first ON the TV, picture z like animation ..gradually it took clear picture..colour z little bit dimmer..No mute button on remote.. No batteries..Wall mounting accessories are not included..Typing z little bit difficult with 11 button remote control.. Connect keyboard and mouse make easier when we connected with internet.No inbuilt application on tv.READ MORE",4.0
"Best TV at Low priceOther brands such as LG , Samsung etc cheat people By telling LED TV , But Mi didn't cheat us, Its clearly Written that it is LCD panel. All LED TV has LCD panel which I came to know now. Just browse in the internet to see what actually LED TV isOther TV brands cheat people By keeping TV price way too high but in fact it is of low price.READ MORE",5.0
"Delivery by Gati courier was horrible.Picked up on April 26th and delivered on May 10 and that too after repeatedly​ calling their customer care.Irresponsible people.Demo and installation of the TV,by Geeves was excellent and prompt.I was looking for a 43 inch budget TV,not interested in its smart features,and I am extremely happy with this Mi tvREAD MORE",5.0
"I was expecting much, but I never expected it to. Tv quality is not so good . sound quality is fine .  Smart TV rating is 2/5. there no options for google play services and google apps. THE MAIN CHEATING IS THAT DISPLAY IS NOT LED IT IS  LCD PANEL . its big problem in this TVREAD MORE",3.0
I am not satisfied with the resolution as i expected colour are changing.... better to go for other brands.cell phone display is better than TV but here the thing is both are mi onlyREAD MORE,1.0
"Dnt go into deeper reviews. For this money, what they are providing is way better than other brands.#Only 55 inch is slimmer version. Dnt think all 3 versions are slimmer#my upgrade was from the old model large tv to this, so for me, its more than enough#some say its not fhd. I dont care about that. Its really good.#found some bugs.. But thats alright. I cant ask the perfect tv for this money.READ MORE",4.0
It a nice product quality is too good but only one thing is to improve energy star is 3* it has to improve....READ MORE,4.0
Mi Tv 43inch Delivered By EKART Logistics The Delivery Was Awesome. I Got The Product With In 24Hours and Got Installed(Wall Mounted) At same day By (JEEVES) Executive.EKART executive already Opened The box infront of me.. Over all The TV is Supeerb Awesome.. 22.999+500 for Wall mount.. 23499 It is the best TV in the market.MAIN point Picture quality is Really 1080P True HD. i'm using TATA SKY DTH service I HAVE GOT THE BEST RESULT. FULL ON VALUE FOR MONEYREAD MORE,5.0
Very workable to middle class family. reasonable rate.And delivered also very quick. but installation it's little bit delay. The main problem is the TV left side one star category sticker is there mention for LCD. same problem box sticker also. That box right side it's mention. MI TV is a LED backlit LCD panel.READ MORE,4.0
"Awesome Mi Tv 43 inch... And great price. Beautiful display and full HD mode.... So, guys don't think just grap it...READ MORE",5.0
Best TV everone of the best smart TV in just 14k best sound and video qualityREAD MORE,5.0
I am a fan of MI products. When I purchased Redmi note 3 in the year of 2015 Jan through same Flipkart all my friends demotivated me by saying that Chinese products are not that good and the model which I purchased has Battery heating up issues. I am typing this message from same phone and I never had any issues with my selection. So by having a good experience I bought this MI smart TV and experiencing the world of awesomeness. I don't know what to do with my 300 GB of internet allowance eve...READ MORE,5.0
Got the product delivered just in two days of order and it's quite fascinating to see Flipkart is delivering TVs in far corner of rural India and that also in cash on delivery mode. The delivery was wonderful. The guy there was the nicest delivery person I've ever seen. It was quite fascinating to see such good behavior. He checked the TV and guided through the whole process. He unpacked the TV and checked for any hard damage. Flipkart has came a long way for sure. Now let's talk about the p...READ MORE,5.0
Mi tv 32 inch super high quality display super sound super video quality super frindes 👍😘😂👌READ MORE,5.0
I am using the TV for last 10 days...There were many negative reviews about the product which leaded to think twice before purchasing the product. but finally I made the decision to purchase keeping in mind positive reviews and price of the smart tv. I have some answer to them who put negative review to this splendid tv.1st. Yes the panel is LCD Panel but you will get enough side view to watch the tv with correct colour combination. 2nd. Display is awesome... some compained against the pic...READ MORE,4.0
Right... I was looking for a TV which is of 32 inch and my budget was about 15k... I did look at buying Micromax or for Samsung... I did some research and found that the mi TV is a better one... I did look at thousands of reviews and saw people giving it as average for the picture quality and also for connectivity...my opinion is guys go for this without even thinking about the negative reviews. I had Panasonic LED which we all know has brilliant screen output but I am quite impressed wit...READ MORE,5.0
ok it's only have been a day for me and all I can say is I am amazed by how good the TV has been till now.. The sound and display both are amazing.. I have already sideloaded YouTube And Jio TV.. They work fine for me.. Also for some reason after using the TV for some hours I found hotstar got installed too.. Now moving to the cons.. The it cable with my situation set box is not working.. It always says it cable not connected and one more thing the SD channels looks pretty bad on the TV.. On...READ MORE,5.0
"Delivery of flipkart: amazing and very carefully they had delivered to me.quality: just amazing and cool with the performance of MI ,it is worthable for that price.sound: sound is pretty much enough and there is no problem if any one not satisfied with sound,you could go for speakers or home theatre.clarity: for the amount which I've paid it is great to be having such a clarity and almost it is competing with SONY BRAVIA.smart features: evry thing is fine regarding smart tv and it is havi...READ MORE",5.0
"Too much good.  excellent picture, nice & clear sound. play without hd set top box, go for it.  installation is decent.READ MORE",5.0
"Tv is good nice outlook.Comming to dispaly HD vedios are good non HD get bulged. Use HDMI cables from DTH box it will increase display quality.Sound its not upto mark.... if u increase the volume to75% not able to hear properly we have to use extra speakers this may help Pachwall is good, Play store is not available so have to sideload apps looking for update from MI for play store.READ MORE",4.0
"Tv is ok.clarity wise little bit dull and price was it's double okDon't compare this TV with other brands like Sony, Samsung..within the price satisfied.Go with HD dish. you will have nice quality.HD channels wise double ok and satisfiedover all it's good.. Go for itREAD MORE",4.0
ONE OF THE EXCELLENT TV FROM MI. FORTUNATELY I COULD ABLE TO COMPLETE MY ONLINE BOOKING WITH PAYMENT IN JUST 45 SECONDS. THANKS TO FLIPKART FOR SUCH A WONDERFUL PRODUCT. THE ONLY SMALL DRAWBACK OF THE TV IS ITS STAND WHICH IS VERY DELICATE. SO I DECIDED TO GO FOR WALL MOUNTING FOR A SAFETY AND PRECAUTIONARY MEASURE.READ MORE,5.0
"Using from 2 months and Writing a Genuine Review of this product Awesome Video Quality, 20w Sound like Theatre and the 43 inch Size, I'm being a Fan of Mi TV also bought h 55 inch MiTV 4 Pro thinnest TV, Added 1 picture of 4 ProREAD MORE",5.0
Value for Money is best aspect of this TV. Patchwall is good. UI is easy to navigate. Almost all video formats works on this tv with exceptions like 3gp( i don't think anyone will use these formats these days) HD channels are superb on this tv. SD channels look ok if viewed from certain distance. Sound output is avg and home theater system is recommended. You will need to buy a AUX to RCA cable to connect to the system.Overall I was totally satisfied with the product.Quality and life o...READ MORE,4.0
"The 43-inch 📺"" Mi LED Smart TV "" 📺is quite interesting for the price, it offers Full HD resolution along with smart features. The panel size is also quite versatile, as it can suite most small to medium sized rooms. So today, I thought it would be a good idea to look at some other smart TVs that offer a 43-inch panel and see the difference you get in terms of price as well as features. ⛔ Specs Xiaomi Mi LED Smart TV 4A💙Price Rs -22,999💙Panel size- 43-inch💙Resolution- 1920 x 1080💙A...READ MORE",5.0
Amazing good quality best smart LED TV mi 4A 43 inchREAD MORE,5.0
Mi tv 4a 32 inch is the best and most affordable smart tv..... no other brands can profide this specification under ₹15000/..... so much slim and lightweight.... portability is also good enough to carry it easily... but delivery is limited to some particular area.... especially in bihar.. this tv is deliverable in patna only... flipkart should take some initiative regarding thisREAD MORE,5.0
"It's simply awesome!!!There are only three cons which doesn't matter for a TV at this price:i)The sound quality is not greatii)The display is not upto the mark (FHD)iii)The TV is not compatible with some appsOtherwise this is an exceptional TV at this price range. If you are thinking whether to go for it or not, just stop thinking and get going. This TV is sure better than the ones at this price range including cheap brands.Don't worry about the quality, It's super awesome except for a...READ MORE",5.0
Mi TV 4A 43 inch is a best TV in 2000 to 25000 rupees price bracket In India it's GST around 5000 rupees its original cost is 17 thousand rupees but it's software lag  pretty much and softer Hanks software flashing but now I factory reset it's ok fine it's a best TV in 23000 rupees price bracketREAD MORE,4.0
It's one of the best at this price range. First got  one with broken LED panel. Flipkart promptly replaced the same. Good picture clarity and sound is sufficient for a big hall. Completely satisfied with the purchaseREAD MORE,5.0
"After sudden breakdown of my favourite 15 years old BPL CRT tv!! searched for a week to book new tv!! Lot of confusions to conclude.. 32 or 40 or 43 inch?? Full HD only or SMART tv?? Finally shortlisted with Thomson 40 smart tv, iFFalcon 40 smart tv and Mi 4A 43 smart tv!!In last minute gone with Mi 4A 43 smart tv by considering it’s user review score (4.4) and brand name!!I feel it’s perfect choice in this price range. Received the tv on 14th Jul-18 after 2 days (booked on 12th)!! Inst...READ MORE",5.0
"Flipkart delivery was Excellent Right on time , but JEEVES their Service is the Worst. As per them they Scheduled my Appointment on 23 Aug . So I waited whole day , called the Technician Guy to ask about the time But he kept on saying that He will call me Before the Visit and Suddenly a text came that they Have Rescheduled my Appointment on next day ... Wow!! Great without any prior notice they changed my Appointment that too without any Conversation.I think we will have to Rethink before b...READ MORE",1.0
MI LED TV was just awesome i was using it from last 3 days and i cheaked all the features ..Sound quality was very goodpicture quality also good with HD Tata sky set top boxi facing little issue with miracat it was not working smoothly from 7 to 8 feet otherwise no connecting issusePatchwall was working finei was purchased IR Cable some time it show all the channel but some time it was only show 2-3 channels in every section that's not easy to find your fevorite channel you need to use 2...READ MORE,5.0
Product is goodDisplay is good Sound is good Features are goodTotally worth for moneyInstallation was goodCons Remote is not user friendly Note :Don't panic if you cannot change channels using mi remote if you have connected local setup box use set up box remote to change channelsREAD MORE,4.0
"If you are still thinking , I suggest just go for this awesome TV -1.This TV is easily available if your internet speed  is good.There is no need to do any other stuffs.2. Picture quality is awesome.I can rate 5/5 .3.Sound quality  is mind blowing.4.Once you have this TV , you can find patchwall is very easy to operate.Lot of content is available5.This TV is worth for your money.6.Delivery and installation was done on the same day.Most of the people have a question about its quality b...READ MORE",5.0
Awesome Smart TV at lowest price .TV clarity and sound effect good.. Totally awesome must buy it.READ MORE,5.0
Been using fr more than 2 weeks:1. No issues with pre installed YouTube(runs awesomely without hang or abrupt closing)...though one might wonder abt the maximum resolution of any video on utube(only 720p 😢 )2. No need whatsoever to connect additional speakers... splendid sound (though no woofer like experience)3. Issues with dark scenes(poor backlight reduction)4. Manually installed apps running without glitches(use like a wide screen laptop to play games nd surf internet effortlessly)5...READ MORE,5.0
"TV was really looks good , but wall mount not available for the with TV box Flipkart delivery within 24 hours excellent. Wall mount Installation is done Engineer Arun he is fixed and shows the demo he is done a excellent job.READ MORE",4.0
