review,rating
"The phone is a great option to consider if you are trying to isolate yourself from the digital world. This phone is good for calls and SMS texting only. It doesn't have radio, camera or any multimedia file playing feature.I bought it for my secondary number which I need to keep active for personal reasons. The best part about the phone is that it can go upto almost a couple of weeks if you charge the battery fully.Worth the buy.READ MORE",4.0
"worth for the money, very good phone, Long battery backup, good sound quality, very good for long conversations..READ MORE",5.0
product got on time and good service... and genuine product and working very well  without any issue till date hoping flipkart is best in giving services all time...READ MORE,5.0
I have used many other brands of mobiles previously but when I started using this mobileI saw complete diffference..I mainly purchased this mobile as a back up for my Smartphone Xperia Arc as I willl be on travel mostly..I have got what I actually expected..After speaking more that 1-2 hours everyday the battery remains same unchanged..It's been 3 days I have put charge in this mobile and I can see that only 1 bar has been decreased till now. So I just recommend everybody to use this mobile ...READ MORE,5.0
Samsung Guru 1200 is the best and robust mobile for day to day mobile telephony. 1. Battery back up excellent2. Size is good in hands3. Screen is good4. Strong housing5. Dirt proof keypadI strongly recommend this productREAD MORE,5.0
Very light weight and good built quality makes it great phone in this range.....Main advantage is its battery life....2-3 days operation after full recharge once.... Flashlight is best quality and beautiful thing which is add-on to phone...Sound clarity is excellent even on loudspeaker...Best phone to buy....must go for it.....READ MORE,5.0
the cellular is a basic one. its hardy and very good for calling and messaging. sound quality good. it is small and cute looking cell.READ MORE,4.0
"This phone rocks!Pros ===============================1) Very snappy & fast, 5 alarms, all customisable,  Able to block even character based sms companies, like BP-BSNLUPE etc2) Good colors on outside phone as well inside menus. Rubber buttons are good, lightweight & long battery.3) Ringing sound is not so loud, but the call voice volume is great (opposite nokia)4) Lots of subtle software advantages over same range nokia. Free torch (long press of up button), mobile tracker etcLimi...READ MORE",5.0
I gifted it to my grandmother she's is super happy with the phone previously she is to have Celkon keypad phone the battery on it doesn't last's for one day also now the new samsung phone last's a week with a single charge the price is a little bit high than offline store finally 5 🌟 phoneREAD MORE,5.0
It's a good mobile but it is not support 4G sim...I tried too many times but everytime it's unable to perform...I suggest that you will improve performance and try to support 4G sim in this mobile...Thank you....READ MORE,5.0
best primary phone ever for low signal area this phone is mostly recommend good phone and the battery backup is upto 6 to 7 days in normal 2 to 3 hours talk time normallyREAD MORE,5.0
Good and fine response. i feel very glad to be a customer of Flipkart ...hat's of to the members of flipkartREAD MORE,5.0
Excellent mobile. Very strong battery. Good mobile for those who are hesitant or not used to with touch screen phones. Very fast delivery by flipkart. Thank you.READ MORE,5.0
"A nice decent looking phone for this price range. good signal strength , very very good battery life. Battery works up to 5-6 days on moderate use.READ MORE",4.0
well got this for my grandma works perfectly without a problem....GUi is easy as pie so yep for the family who don't know much tech this is a great mobile to be giving out and yes battery is epic as the nokia phones. The battery on this stayed 1week after 14calls in 1 weekREAD MORE,5.0
"this phone is very good if u want to buy truly basic phone. it has good sound quality, wonderful battery backup, no network problems and very easy handling.but it is mobile in its primitive era. it doesnt have some of the basic functions of phone. FM should have been there. and they dont supply headset with handset.I recommend this phone if you want basic phone, just for call purpose and for no other function.READ MORE",4.0
"I have bought this product for my cousin as he wanna present a gift to his fiancee. the product which got delivered shortly is just too good and worth the money. i strongly recommend this to one who use their mobile for texting and calling. Most importantly,It is a stylish product.READ MORE",4.0
The phone switches off automatically. The issue started after 3 weeks of usage. I was under the impression that basic handsets are simpler and reliable compared to the smarts... well it is simple for sure but cannot exactly term it reliable owing to the fact that I have to keep checking on it to make sure it feels like being on!READ MORE,1.0
"Flipkart is Fast and packing is very good.I purchased it for my mother who don't use any smart features.This model is cheapest in the basic segment it seems. The Big drawback is the Call quality, its not up to the mark. I purchased it for very basic purpose and that is not satisfied. Its better to invest bit more and go for another model like C3322 which I am using since long time and very happy with call quality.READ MORE",2.0
I am very much satisfied with this product ! Using this phone brought me back the old memories of using Nokia 1100 ! Battery backup is excellent and call voice clarity s good ! Very handy and light weight ! Torch s good !! Overall its a big thumbs up from my side ! I just love this one !READ MORE,5.0
"it has no speed dial facility, i purchased it for my father for his easy use. but for old people speed dial is the important feature.All other things are good . good for a additional mobile use for youngsters. I will not recommend it for old peopleREAD MORE",4.0
Nice phone. Easy to use. Package is too good. On time delivery. Every thing is good.9-11 days battery life. Good for long battery life and low budget personREAD MORE,5.0
it's really a big big powerful small keypad mobile under 1500. battery backup is really better than others mobile. i like it's very muchREAD MORE,5.0
"Those who want simple and peaceful life, then they must start to use this mobile and enjoy the tension free life. Nice mobile!!!READ MORE",5.0
Superb feature phone. Great voice clarity. Super battery back up. Good for people who use the mobile for long hours talking. Go for it without a thought. Value for money product.READ MORE,4.0
"It's just perfect since it is a keypad phone it's great. If anyone wants a device for only for calling and messaging then this is what they should take and another thing that I noticed that the charger is impressively fast, like faster than what we usually expect from these things.READ MORE",5.0
this is first day with phone look wise its at par . nice and sleek model in first look .READ MORE,4.0
"A very good secondary Phone if you want it just for calls its awesome. great battery life, smooth experience. loud sound perfect price. just a awesome phone for 2nd simREAD MORE",4.0
it's a good bar phone for those who is not comfortable with Android aur iOS phones and better life is good tooREAD MORE,5.0
No multimedia media. Excellent for personal who works at sensitive places where smart phone not permitted. Excellent battery lifeREAD MORE,4.0
A good and efficient mobile but the display is too small. and it's charging plug is very old model remaining all is goodREAD MORE,4.0
"good mobile,golden color is some thing hatke.battery performance is good no very good........thanks to seller & good deal from flipkart again thanks alot flipkart &&&&& thanks alot for pay later.READ MORE",5.0
I don't know about Samsung but I trust flipkart any thing but for me. I trust flipkart have a best products only to customers.READ MORE,5.0
It’s a brilliant little dynamite 🧨 it works so efficient and effortlessly reminds me of the good old classic phone days of childhoodREAD MORE,4.0
good but prize is high..this prize other company is to better phone .samsung guru prize 1100..but nokia 105  rs 1000 display big .battary is 1000mah ..ok satisfactory..READ MORE,4.0
"Nice product, easy to use, i gifted to my mom she is happy and talk to us dailyREAD MORE",4.0
"Nice product, easy to use, i gifted to my mom she is happy and talk to us dailyREAD MORE",4.0
very Nice mobileDesign is very Good battery backup is Good Very Nice productDelivery is very fast I receive in only 2 DaysAll over Performance is very GoodREAD MORE,5.0
first of all thank you Flipkart. very good product.battery & charger also very good & this mobile looking very nice. & one of the best online shopping app it is FLIPKART.READ MORE,5.0
Super mobile value for money battery very good all OK my mom very happy for this mobile battery performance love it i give five star's thank u flipkart. ❤️❤️❤️❤️READ MORE,5.0
the mobile is very compact and good for the rural areas where there is a problem of mobile networks the battery is really very good but there is no 3.5 mm audio jack but it supports FM radioREAD MORE,5.0
"i got it for 1100.it is the best bar phone in this price with excellent sound, signal reception and battery backup. it is durable.i recommend it as secondary phone with any smart phone. i liked the golden color alot. it is even better than black color.READ MORE",5.0
I buy this for my dad and he like to use this type of mobile actually he don't like touchscreens phones so I was search and find this but I forget to select a music player mobile like Samsung's guru musicREAD MORE,5.0
I buy this mobile and its really good in terms of cost and performance. If you are looking for good phone for only calling purpose then its good to buy.READ MORE,4.0
last day i got it and its looks good dnt have too much to say about mobile right now but i appreciate your delivery person and  your srvice as well  great job initially i didnot like to book the prodct from flipcart because last time he deliverd my product after delaying 4 to 5 days but this time they deleverd in time goodREAD MORE,4.0
"I have received this Samsung Guru single sim mobile in 1100/-, but I realised that there are many other brands giving much better products/mobiles in lesser amount. not well as expected. call receiving speaker is not very good, ringtone volume is also not loud and battery backup is not good as Nokia phones in this range. not worth purchase in this amountREAD MORE",2.0
Thank you so much!! My mom was very happy when I gifted her such a small and medium size mobile .READ MORE,5.0
Nice phone and great  fast delivery thank you flipkartREAD MORE,5.0
Super fast delivery by flipkart received in 60 hours...gifted to my dadi ma... Love u dadi ma... Phone is just awesome long lasting battery and tough body... Very good phone for extreme conditions...READ MORE,4.0
"Samsung guru, this is the phone which is the one which take small space and big communication.Most simplest phone for teenagers and for old people.Simplest means of communication in a very low prize money because of which it is in most of the hands because of the trusted brand samsung.Simple with all the small features like calander, calculater etcGreat torch function, keypad with lights and very stunning body.Great battery backup most simplest and cheapest phone with trusted brand...READ MORE",5.0
This phone is good for long lasting battery life . And voice quality is so good while calling. I am happy with itREAD MORE,5.0
super phone I have bought this phone for my grandmother simple phone that can be handled by anyone easy to use long battery life buy this phone people who don't know to use phone can use it too good phone super fast deliveryREAD MORE,5.0
I gifted this my ammo jaan she is used this mobile for calling and she is very happy1.Battrybackup is very good 2.sound quality is very good3.Apprence and body quality good4.Flifkart delivery very fast5.I heartily thanks to flifkart for 6.Samsung brand is best so no think and purchased thisREAD MORE,5.0
work is good and batter prize so I m vary happy to this productREAD MORE,5.0
"Nice basic phone, easy to use, I am buying it for my mom now she is using it, and it works fine.READ MORE",5.0
Very nice phone and sound quality is so good and sharp and clearREAD MORE,5.0
Best price and small size good phone big better and nice colour 100% long term keypad phone but this phone market price by 1000 and holsale Price is 700 eich any marketREAD MORE,5.0
Its good and charge is available for long time its a good product and best as a second phoneREAD MORE,5.0
It was nice and the delivery was so fast that i would like to shop more..READ MORE,5.0
Nice phone… very easy to use… good features… also really impressed with the battery life.READ MORE,5.0
Very very very good product in Samsung Guru best battery power and good look very happy good phoneREAD MORE,5.0
"Evergreen phone, always great in use as far as normal calling is concerned. A best option for oldies as I also gifted it my grandmother. Since it's samsung one can assure of atleast 2 year great service of it.READ MORE",4.0
This is a very good and simple bar phone.it is very easy to use to our senior citizens.very good mobile.READ MORE,5.0
This is really good phone ! but it  doesn't   Come with headphone !Whatever it is a good product.. and my experience with flipkart excellent !!!!!READ MORE,4.0
"Only one phone used from last 6 years..because of only one reason is battery is anazing, clarify and price of cost is always good compared to any other android phones and best one is it's easy carrying like wallet or pouch..That's why i bought 2 phones .i always suggest to prefer this phone not only for old peoples..Old is hold.samsung is damn good mobile alwaysREAD MORE",5.0
"As always Flipkart stood to my expectations, nice packing, timely delivery, what else do I want.Handset is pretty basic, light in weight, monster battery, and good calling.READ MORE",5.0
"Nice base model phone ... Good battery , good sound and good voice clarity ... This is the best base model for who are looking for base model phonesREAD MORE",5.0
"This is good product for calling facility , sound is good and battery talk time up to 36 hrs . thanks Flipkart for fastest delivery service.READ MORE",5.0
Small and good looking beautiful phone battery too good life and voice too clear cheap and best phoneREAD MORE,5.0
It is a good phone worth buying for second option if u have a smartphone. Good battery life also.READ MORE,4.0
Mobile is very nice and so good Iam biggest fan for Flipkart because our paking type is so good very very protective this time also protective thanks FlipkartREAD MORE,5.0
"Best phone user this range. I bought it for my mom and she is very happy. Call quality is good , light in weight and compact size.READ MORE",5.0
Mobile is compact .  there is no silent option  when calls comes . otherwise good . long life batteryREAD MORE,4.0
"I had bought this for my mom. Simple features, easy to use and nice sound quality. She loved it!READ MORE",5.0
Good VALUE FOR MONEY AND GREAT SERVICE ..I am very happy with this product. great for secondary phoneREAD MORE,5.0
Best phone in the prices range.It is the best phone for users with multiple sim cards.It does not get significantly damaged when you drop it by mistake.The battery life is just awesome and it can store all your contacts.It does not get hanged or heated up when your use it for long duration of time.READ MORE,5.0
It's a nice product if you want to have keypad mobile. It is only used for calling. Good Product and good delivering the product.READ MORE,4.0
"I bought this for my Dad who is not comfortable with smart phones. He liked it, simple and does its job.Battery life is same as old Nokia 1100, simply awesome :)READ MORE",5.0
very good products and lowest price and good quality and better price and better fabric its amazing productsREAD MORE,5.0
"good for generic mobile users and for ones who prefer battery and calls over features. gifted one to my mother in law and although she was a nokia user, prefers this one as well. lovely blue color to complement the features along with a sturdy buildREAD MORE",4.0
"I had ordered this phone because I needed a handset with good battery life.once i full chrged then no need charge the phone for two days The look and feel of the phone is sturdy value for money. I have dropped it several time, but no scratch on the body. So you have to keep it at high volume to listen clearly or use the speaker phone.READ MORE",4.0
good slim phone and also has good battery backup.nice and genuine product really i love it. And i got it before estimated tym.READ MORE,4.0
Its good and happy with it as it was gift for my father. It was delivered to me fast and was a Diwali giftREAD MORE,5.0
This is a nice utility phone for people who don't know how to use smart phones or have no practical usage of it. Inner voice quality is also good and so is the network catching.READ MORE,4.0
"If you just want to use a phone for calls and sms, this is the phone. Excellent voice clarity, excellent battery backup ( you need to charge once a week based on moderate usage). Even if it falls on hard surface like concrete, it does not break like 25K,50K smart phones.Recommended for anyone who wants the basic features of a phone - talking and sms.READ MORE",5.0
"I have purchased it for my mother, but really feel envy for it.  all things simple. good battery life and easy to useREAD MORE",5.0
"In such a low budget, an excellent phone. Clear sound. Go for it...buttons are easy to use. Has a powerful LED torch. Overall, a very very good low budget phone.READ MORE",5.0
awesome delivery and product quality was awesome and battery life is super awesome delivery and product quality was awesome and battery life is superREAD MORE,5.0
"dude i am telling u its a great mobile first of all its not too heavy on budgetand second is pros:great keypad bright and crisp display apps are useful for beginners and first time users of mobilesthe con :if u are giving this to ur child ,then the games wont impressold version :some game like 3 in a row(candy crush)new version: sudoku with 100 levelsso without considering the game , its a great mobilego get it !!!!!READ MORE",4.0
Battery backup upto 10 days on heavy use 3 days . Elegant design extremely good for old peoples since the phone has simple interface. I use this as my backup phone. And one more thing this phone is durable too .READ MORE,5.0
"I think this is the best and cost effective mobile phone in the market. It is simple, uncomplicated and can be handled easily by anybody.It's battery is fantastic. But sound quality should improve.But it is best for basic mobile phone users and if you are not bothered about style and what others will think about you,it is the best buy.READ MORE",5.0
"i just got it 2day wanna say thanks to flipkart delivered within 3 days .....gr8 phone makes u simply smart ,,,,most attraction is its super long battery life.....overall its a gr8 simple phone,,,,READ MORE",5.0
"Good phone.. Better choice for old people. Good battery life lasting for more than 4 days..Handy and less weight. easy to handle.. if you wish to gift your parents with mobile and they doesn't know/interested to operate smart phone, you can gift this mobileREAD MORE",4.0
good and excellent but if charger pin is min-USB port it will be good choice.if battery would be 1000mh then it will be ultimate phone with cheaper priceREAD MORE,5.0
Simple and friendly to use it. Worth for the money . Samsung Guru (color) = Nokia 1100 (B&W). It's so compact to use and fits our palm perfectly ; less weight-ageREAD MORE,5.0
"i just brought this cell for my mom as a gift and she loved it.she uses this for calling or sometime for messaging , and she is quite satisfied with it so i am happy.oh and the delivery of flipkart is awesome as always..!!READ MORE",4.0
"1st Thanks flipkart for faster delivery ..2nd the product from flipkart is original ..3rd Samsung guru is great economy phone for every person ..      battery life is great , build quality is great ,READ MORE",5.0
Nice product. Super fast delivery by flipkart....I compared between other brands and out of all this one is best in terms of features etc.READ MORE,5.0
It's a very good product for people who cannot or do not want to use smartphones. It is exceptionally sturdy and simple to use. Great value at this price.READ MORE,5.0
"pretty simple, easy to use. I advise to keep the profile in outdoor mode as the ringtone not always audiable if it is in pocket. some of my friends bought for rs1050 in market, but i have the convenience of door deliveryREAD MORE",5.0
"Best phone for Family, easy to use and thanks to Flipkart.it has good battery back up, ring and call sound quality is very clear.READ MORE",5.0
this phone is best for phone calls and sending sms.long battery life and compact in size.+ points*Ergnomic Keypad and Long lasting battery.*Call clarity is good compared to other basic mobiles and speakerphone.*Small compact and light weight just 65g(with battery)so fits easily in ur pocket.*Available in different colours( I got white color)*Made for rough use( I dropped it several times and till now no damage to mobile).*Fake call and mobile tracker.Cons:*Ringtones might have been b...READ MORE,4.0
"This is My 2nd Phone as I use my Touch Screen Phone for emails & other stuff, but if you are looking for best quality, rough Handling, strong battery life & Light weight phone this is the phone for you.Very nice phone with bright display & nice basic key padThank you Samsung for giving such a nice phone in very low price.READ MORE",4.0
The battery is awesome and stays on for more than a week (of course usage is less). Clear sound and easy to use.READ MORE,4.0
"This mobile is having very good look with very good keypad for typing, very light in weight. when compared to black and white colors indigo blue have somewhat good look.READ MORE",4.0
"I got this phone from Flipkart at Rs. 999. I bought this phone when I lost my smartphone. This phone doesn't have camera, email/browser, bluetooth, music player etc. Not even flash light. The only thing it which I liked about it is, this phone is focused on just to call, attend call, sms, phonebook and to give extra battery life. You charge it and it will promise you 3 days backup. Samsung didn't want this phone to be boring, so they gave FM option along with it. Looks wise, its boring wi...READ MORE",4.0
"Simply awesome, this phone has everything that is required for a basic need.Best for first time users and elderly person whos only need is to make and receive calls1. Very light2. Excellent battery life, 2.5 days with use3. good keypad4. descent display5. good speaker and microphone6. Reasonable priceREAD MORE",5.0
"The phone is very comfortable phone, since its compact and well tough, bigger memory for contacts and messages, not best but good network coverage (and its reasonable in rural areas).One of the biggest points is its battery, it lasts for at least 2 weeks in standby mode.I just don't have to worry about charging it in at least 2 days, regardless of how much I talk, it makes me happy.The phones software has good features such as calendar specifying holidays, notes, torch, message broadcastin...READ MORE",4.0
"This is jus a straight and simple phone just in case u have a second number and it's only for calls, this one solves the purpose very well... And nothing much to write about the product. Cos this is just a phone! Anyway the battery backup is awesome it lasts me for almost a week! And the in call voice clarity is jus normal.READ MORE",5.0
"Bought this because of bad hearing with nokia basic model, even for young/middle age people; nokia probably thinks we Indians have ultra capacity ears, or they don't want us to hear the voice at other end. Whats the purpose of using the phone?. Samsung guru 1200 is good in this regard and has good features at this price.READ MORE",5.0
I purchased this mobile to mother and see very much loved it. It looks good with blue background. Baterry backup is good for 2-3 days.Its a basic cell very easy to use for beginners.READ MORE,4.0
thumbs up....... good battery life.. easy 2 operate.... jst might b more good if display would have been little more big.... otherwise... a good choice.... :)READ MORE,4.0
"This is my 5th order of this phone on Flipkart. Everytime we get a great price and great delivery. We make it a point that the seller is WS Retail. This is a great product from Samsung - our employees who make deliveries use these phone. When a phone is lost, there is tracking on it and almost all times our employees lost the phone, we have gotten it back.READ MORE",5.0
Great product. Flipkart is awesome. Amazing speedy delivery. Phone is perfect for the regular phone calling purpose which is what I needed it for.READ MORE,5.0
"Does what it should do.Amazing battery life, excellent call quality and very high build quality.I drop it almost twice every week. but works fine and well.READ MORE",5.0
I was looking for basic phone with good battery life and good call quality. This phone exceeds both the expectation. I am happy with this phoneREAD MORE,5.0
Good Phone for Senior People... easy and nice phone.... keep buying....Good Phone for Senior People... easy and nice phone.... keep buying....Good Phone for Senior People... easy and nice phone.... keep buying....READ MORE,5.0
I have bought two Samsung Guru mobiles. Flipkart was excellent with there delivery. Thanks.Its a good mobile with this price tag. Good for those who would only call/receive calls.READ MORE,4.0
"Good phone at amazing price. Using some features are little tricky, but overall it is a good phone for this price.READ MORE",5.0
this is a very nice budget friendly phone with good battery performance... charge it once and forget charging 2-3 days... for normal use..... and 6-7 days standby time.... those of u thinking of a budget friendly batteryphone must  go for this one..READ MORE,5.0
"I bought this for my granny, Its coolm easy to use, easy to handleIts gets your job done ! Nice, Tough and Easy to use.READ MORE",4.0
Happy to receive any of the ordered items on time.Good track of shipment impressed a lot. Good to use this product and encouraging others to buy from here only to get genuine products.READ MORE,5.0
Hi..i got this samsung guru 1200 for my dad through flipkart delivered in 24 hours.. its a basic mobile small n very light good for elderly people with good battery life n easy to use....READ MORE,5.0
"Regarding Delivery from FK: It was prompt. No issues faced. Regarding Product:Though Samsung has been pioneer on smart phones, it also has not left behind on the features in such kind of smaller versions of phones. The shortcuts and tricks on dealing while operating this phone has been designed very thoughtfully. For ex: Just by pressing a digit, the message can be deleted. Moreover, the torch, the battery life, light weight, etc. are few of the interesting features. Users with earlier ...READ MORE",5.0
"dont expect too much. it does what it is meant for. good voice clarity,  robust body, long battery life. does not heat up after long talk.go for it. its best low budget phone.READ MORE",4.0
"Price of Product much lower than market price.Thanks to Flipkart for making things easier, cheaper and reliable to buy.Excellent Phone for this price range.Does basic Stuff very well.Easy to use.Comes very handy.Display quality seems fair enough(You can't expect too much at such low price)READ MORE",5.0
I have used this for couple of weeks now good battery back up and speakers are also good very nice blue colour look and very good price i would recomend of all you to buy this one if you want a phone just for normal use. It will not disappoint youREAD MORE,5.0
"good battery life, nice clarity and amazing value for money, easily the best basic phone at this price.flipkart gave me the best deal of all the online stores and the delivery was on time as always.READ MORE",5.0
"good product with reasonable price and with trusted seller,Trusted e-commerce company,Trusted samsung manufacterer. samsung basics mobiles are very good i liked this product.i bought this mobile at very low price compare to all other e-commerce sites and also other stores.product is 95% similar to the product have shown on the website.READ MORE",5.0
it was very good and appreciated till today i have purchased many products from flipkart.com and get positive as i thought. but you should also include emi option without credit card this is my wish.READ MORE,5.0
I´ve just received my order in my house. Perfect packing. Perfect delivery.Faster than I expected. A great and successful purchase. The product is great. Works very well and highly recommended by my family as a whole.Go Ahead...READ MORE,5.0
"I bought this for my mother. Its simple and easy to use. Just like my mom wanted. Battery good, call volume decent and unlike nokia voice is pretty clear from other side.READ MORE",4.0
Such a Nice Mobile & Such a very good services of the flipkart. i am so happy after taking this 2nd product from flipkart.READ MORE,5.0
"If you are looking for a mobile phone ,  only for messaging and talking , GO FOR IT. 1) Its a good backup phone. 2) Light weight 3)Good battery life .4)Comfortable keypad5)Ideal for rough useKeep this phone with your smart phone....perfect for isolating smart works and not so smart daily basis ordinary works .............READ MORE",5.0
"i just bought this phone bcuz itz diff to carry ma 5 inch mob along with me all the time....and for that itz a great choice,,,,light weight and signal capturing ability is sooo gud ....battery backup is also ok......WS retail proves  once again as the best online selling store.......flipkart's delivery is fast and the packing is okey.....READ MORE",5.0
As usual got delivery in a day . Keep up the good work flipkart team...Its a value for money handset. All basic feature (except FM Radio) is available. Very small a sleek design. Good Mike and Inbuilt headphone quality. Improvement needed in ringtone volume.Excellent buy if you are looking for entry level basic handset that too at very attractive price.READ MORE,4.0
"VERY AWESOME PHONE BY SAMSUNG, I GIFTED THIS PHONE TO MY GRAND MAA FROM MY FIRST SALARY. SHE ALSO EASLIY OPERATES THE PHONE.READ MORE",5.0
This mobile is very basic one and these are the 5 reasons why i prefer this mobile1)Those who are 1st time users of mobile (or) who don't need very high end mobiles2)Already having  touch mobile but for fast chatting purpose.3)Who are losing their mobiles you can can secure using advanced mobile tracker and who always mishandle 4)Torch light And long battery life5)Best mobile at best priceIn addition to these 1 year extra coverage with Etechies SmartPhone 1 Year Extended Basic Protect...READ MORE,5.0
Good phone..But only few options Give a 600 more and buy guru music will be good for middle ageBrought the phone for grandma satisfied her :-)READ MORE,4.0
"The mobile is providing the extensive features like Good voice clarity ,more over it also supports memory card (which is extensible upto 4 GB ).The Fm option is also so good.READ MORE",4.0
"I order 2 Samsung Guru 1200 19.12.13 and i get it 21.12.13. flipkart suscessfully deleverded it..1) very good looking colour phon.2) it has a torch also..3)it also have a good game.4) Ring Assending..5)keypad very soomth6)The sound is also loude..7)Loudspeaker.Over all it's a very good phon, Thns flipkart.But in the box I just get Handset,Charger, usermanuel and Garenty card (there was no Hedset, I min Headphone in both box).. I think Samsung should Give a Headphone a also a  good Sc...READ MORE",5.0
One of the good basic mobile. cute mobile to call & message with two lines.Good to use in common place like Office & representativesREAD MORE,4.0
"This cell phone is the cheapest branded phone in India and is the best for a first time user, particularly students and all those who want to have the cheapest phone.READ MORE",5.0
"This is a very stylish looking model  due to its color, Very cute in White, comes with Normal Sim card, not the mini Sim as said in specifications. Also it has Torch light which I found very useful at times. Very Good BUY AT its price.Nice gift for parents and grand parents who cannot make it with the smart phones.READ MORE",5.0
"this Samsung phone is Very Good for those who want to use for calling purpose only.its Sound CLARITY is very good comparing to other phones at this price...So, If you have low budget, I would refer you to buy this avoiding other phones with multifacility.READ MORE",5.0
This mobile is super cool for this price range. The screen is a little bit smaller. The battery life is amazing. It has a nice LED torch also. Best for a lowest budget phone.READ MORE,5.0
"i bought this white color phone to my mom. ring tone is not much in outdoor areas.a great thing is outstanding battery backup. one time full charging sustains for 8 to 9 days, i never expected such things. text messages, the texts are very small to read, specially letter small case ""k"", looks different than normal k. when i bought it i was 999INR. later when i tried to buy this again, price was increased to 1050INR for the same white color. then bought a blue color for the same price.READ MORE",5.0
"A good light weight mobile, Very good for beginners and  for users who only need use it for making and receiving calls. Frankly, this is a very good mobile for low income group people and/or senior citizens like me for whom mobile is useful for remaining in contact with family and friends through calls.READ MORE",4.0
Hi..i got this samsung guru 1200 for my dad through flipkart delivered in 24 hours.. its a basic mobile small n very light good for elderly people with good battery life n easy to use....READ MORE,5.0
Basic....no yankee...pankee....sound quality is not that great though. Liked the size....very portable unlike big Tabs......Good for those who keep it separate....phone...Music...computer.....camara...Too many features may be too bad...so that way good as a phone.......if you want a phone......onlyREAD MORE,3.0
you get what you pay for! very good battery backup with best affordable price.I bought a blue colour mobile which is really good looking...READ MORE,4.0
"This is great phone at price it was offered battery life is very good. Its worth for money, sound quality is good. best for basic functionREAD MORE",5.0
"First of all.... FlipKart  is Amazing... they delivered this phone to me within 48 hours in spite of Diwali..I've just recently  bought it and i love it..Major Advantages of this Phone :1. Small and Handy.2. Convenient and easy to use.3. Very Durable4. Looks are niceDisadvantages:1. There's no multimedia in this phone.(But what more do you expect from a 1K phone)2. There's only 1 game.(there should have been at least 2 :P )3. No Internet connectivity.(Again, what do you expect from ...READ MORE",4.0
i like this phone. this is very simple but useful device.i like fake call feature.there is no mp3 ring tone in this phone but i don't mind it and i don't need it. i like calendar feature who show you all festival this pretty good feature i must say.READ MORE,5.0
i bought it from flipkart at best prize and i found best product among basics phone and i also like service and delivery so i might be purchase again so don't worry about itREAD MORE,5.0
