review,rating
good product nice quality....worth for money....and speed delivery good delivery boy...nice behavior ecome Express and thank you flipcartREAD MORE,5.0
Lovely product it works very good and it is so easy to carry i love itREAD MORE,5.0
product is good and delivered in very few days after book. Pretty good product. I got it this in 130rs where 90 for the kit and rest delivery charge . delivery is kind of mandatory for some item. so you cant declined that costREAD MORE,3.0
good set but only for micro scale work . best for children and school project work .READ MORE,4.0
Terrific purchase. Just WOW. I got this one only for ₹89. The best set in this price range. Awesome. Delivery was so fast. Thank you Flipkart.READ MORE,5.0
good kit it has a magnet too but it is pretty small but I like itREAD MORE,3.0
Nice Product and work properly and easy to use...READ MORE,5.0
"this product is very nice and usefull it can withstand if don't work this tool for heavy work , it's is very good in this price rangeREAD MORE",4.0
screw bit are very small & magnetic driver doesn't work properly but it's work properlyREAD MORE,3.0
"If you never had a screwdriver set for small devices, then this is good as a starter kit. The bits are essentially less than 10 but adding different sizes it counts up to 32 bits. You need to have really good eye sight to see the difference in the tips since there are no legends on the box. So the tweezer is your best friend here, especially when dealing with the tiny screws. The magnet on the handle is not great but it is quite manageable. What prompted me to give them an extra star is the w...READ MORE",4.0
good ... worth for money... product is not that much of good quality... but d rate at which we r getting this is excellent... however work can b done....READ MORE,4.0
"magnet not tht strong , but for 89 Rs .. cant ask for more , quality is good . worth it ..!!READ MORE",4.0
"Got it for just 65 Rs. in the BBD sale, delivery was bit late understand due to heavy load.it's pretty small expected little big one, Quality is also topically of China product. But for Re 65 I will not expect any thing more then this.Product is recommended since it has various useful BITs but check the price before buying.READ MORE",3.0
Good item value for money. bought for 69rs very useful for soft uses. not suitable for heavy items.READ MORE,5.0
"very nice set. recommend everyone to buy this.This set is suitable for opening all electronic gadgets like mobile, chargers,speakers, etc.READ MORE",5.0
"This is not a perfect tool kit for a serious long term work. The most important bit Phillips #00 is not there. 30% of screw driver bits doesn't have proper shape, the screwdriver bit holder is loose and approximately 10 bit are of no use or their substitute is already there in the set. Still, it is a very good if we u get it under 100/- . It can open mobile, laptop, hard disk and printer but not pocket camera because it requires Phillips #00. Received the product with no issues and just a scr...READ MORE",4.0
nice product and it also comes with many kinds of nozzle it is very good but the finishing of the box is not goodREAD MORE,4.0
product is good but from this I cannot open my mobile screw it's only good for laptop to open screw of laptop and for mobile phones not even single nut fixing in my mobile phone to open it's screw .. good but not best ..READ MORE,5.0
"That products was good and very useful home ,and delivery man was good communication and good delivery at correct time.READ MORE",5.0
awesome brilliant fabulous outstanding world best setREAD MORE,5.0
product is very nice i love it by delivery ak dil let. se hua but product is lovelyREAD MORE,5.0
"good product in this price.You cannot use it for junk screw.but it is useful in electricals such as fitting bulb,tube light etc & innwlectronics like sound box , laptop etc..magnet is not very strong & the screw falls down many times.the matterial quality is just okey.still better product in this range for use.READ MORE",4.0
"Just love the delivery team.And I hope, Flipkart will rise in future.Only useful for some appliances, but not for all, Isn't useful for mobile phones.READ MORE",5.0
"I like the set pieces , but its not precise. For example in a typical star set piece the star groves are not clear. therefore it is not usable I bought this to open open my smartphone for a few modifications but the screws are not perfectly designs therefore it only destroyed my phone's screw now I am dead with no way of opening my smartphone. The rest of the screws of largest size are great but the ones in small size are not usable. I gave it three stars because it didn't have any precise gr...READ MORE",3.0
good product... useful for daily use...a small crack in box but product is fully good...overall I like that... awesome recommended for all students...or anyone...still working after a yearREAD MORE,5.0
very nice and useful the good think is that it I don't want to say it is China madeREAD MORE,5.0
good but metals are not strong enough .good enough for simplest work .READ MORE,3.0
this is best tool use anywhere anytime smoothly smartly tool keep it bag in anywhere smartly smartest tool used to news electrical work all type of workREAD MORE,3.0
Product is as good as described. The magnet could have been of better quality. Still a very good product. Go for itREAD MORE,4.0
I bought this during the Big Billion sale with great offer..But this small piece of wonder is more worthy than the price..Very useful toolkit and a Must Have in all households..The grip of the handle is very good and above all the multi option screw heads are a Genie in opening any type of screw..READ MORE,5.0
I got this product @only 69 rupees.. Its average quality but at this price its awesome thats I rate 5Star.. It may price rance of 300rupees.. so can surely buy it only for Home use.. not for professional use. features1.light weight2.magnetic head3.lock and anti lock mechanism4.clock wise & Anti clock wise rotationbut product quality is averageREAD MORE,5.0
Good item Nice product Awesome yaaa Thanks for Flipkart for this good productREAD MORE,5.0
"I will sgst it is cool for small work , helps a lot for small works , quality is not that good for hard works .READ MORE",3.0
"Excellent tool. Good build quality. Handy and sturdy operations. Magnetic arm. Bits quality is good. Can be useful in many small jobs like computer,laptops,watches,sunglasses etc. Just loving it.READ MORE",5.0
Nice set of Screwdrivers.. The handle could be bigger. And also should've had locking screw. Good for light work. Not ideal for heavy work.READ MORE,3.0
Quality is really good. It is a pack of 32 tools. Nicely integrated tools in a very compact design and easy to carry. Delivery and packing is also very good. I recommend this product if you are looking for it.READ MORE,5.0
value for moneyREAD MORE,4.0
good tool kit for general home use. I bought it in big shopping days festival for 79 only gud deal.READ MORE,5.0
niceREAD MORE,4.0
So goodREAD MORE,5.0
Nice product but the quality of metal used is very cheapREAD MORE,3.0
Its very small bits but gud qualityREAD MORE,3.0
Ok but low quality..READ MORE,3.0
Got this for 56 rs on sale worth it good build you are not paying 499 rs as printed on the box but very good product for under 100 rs go for it.READ MORE,4.0
a nice productREAD MORE,5.0
nice productREAD MORE,3.0
so niceREAD MORE,5.0
"very useful for laptop , mobile or other electronic device repairing at this price.i purchased in 125 rupees.READ MORE",5.0
got it for rs 89 with plus benefitabsolutely worth the price the set is able to open many screw including one in Nokia and do it's jobs absolutely finewithout damaging the screw( which I was pretty worried before)even open my laptop screwthe magnetic power is not adequatebut can be manageablego for it absolutely worth the priceREAD MORE,5.0
Worth of moneyREAD MORE,4.0
this is really a good product so iam suggest you to purchase this product the strong magnetic screwdriverREAD MORE,5.0
This item is very good for personal uses....& very usefulREAD MORE,4.0
best product nice qualityREAD MORE,5.0
"Got it at a price of Rs 63 during big billion days ,September 2017.. Superb.. No problem.. At this price it is awesome.. No defects...READ MORE",5.0
nice very good itemsREAD MORE,5.0
NiceREAD MORE,5.0
More worth than ourpriceGood condition....No more defectsGoodREAD MORE,5.0
nice productREAD MORE,5.0
this is a good tool in this priseREAD MORE,5.0
good product . not h pure finishing product but always was good.READ MORE,4.0
good product at reasonable pricesREAD MORE,5.0
Pathetic. Poor. Not recommendedREAD MORE,1.0
Nice best priceREAD MORE,5.0
Guys don't buy this item. The case and hold are good in quality but the attachment provided are of very low quality. If you apply littile pressurw to tight the screws the end will tear. Go for single piece screwdrivers or buy fron local market. Surely this thing won't lasts for 2-3 worksREAD MORE,1.0
"such a bad product, with 2,3 use the tip bent. totally useless product. Don't buy.READ MORE",1.0
It is not jackely productIt is another company's productREAD MORE,1.0
It's not a good quality itemWasteREAD MORE,1.0
this is very nice product bhut accha haiREAD MORE,5.0
Not given extension bar along with this item.READ MORE,4.0
😐 good product but 😏 very small paichREAD MORE,1.0
Good working I am happyREAD MORE,5.0
Not bad for discounted price got it for 65 rs 😘READ MORE,4.0
Not good not badREAD MORE,1.0
"Very bad product , tools metal is not goodREAD MORE",1.0
NiceREAD MORE,4.0
Such a good product for this affordable price.And it's size is compact in space.READ MORE,5.0
low quality steel not satisfied... 👎READ MORE,2.0
best productREAD MORE,5.0
good prodect. good prefomence  use full itemREAD MORE,5.0
"It's not good ..., And it is not in usedREAD MORE",1.0
Quality not soo good its too smallREAD MORE,1.0
Good and nice productREAD MORE,3.0
don't buy it ...READ MORE,1.0
I buy Rs 79  good quality....READ MORE,5.0
Hi good workREAD MORE,5.0
"too small,but valur for moneyREAD MORE",3.0
GoodREAD MORE,5.0
Satisfied ........ best in 89/-READ MORE,4.0
good product but low quality metal buy only easy work purpose . Iske screw toot gya tv kholne parREAD MORE,3.0
BetterREAD MORE,5.0
Quality of the product is very lowREAD MORE,1.0
Very bad wast of moneyREAD MORE,1.0
Waste product the bits are not good.please don't   buy itREAD MORE,1.0
Poor quality don't purchase that productREAD MORE,1.0
good qualityREAD MORE,5.0
GoodREAD MORE,3.0
Very bad product !Don't buy it !READ MORE,1.0
bad product  .bad quality ...pls dont buy beacuse of this cheap price .go for good one .i used to open my laptop screw only then it turns like this and the job is also incompleteREAD MORE,1.0
GoodREAD MORE,5.0
I got a used product with a lot of scratches .The size is too small and quality is  too badd and we get 28 kind screw bits and 1 main screw driver and 1  more thing (shapes like a chimta) whose quality is  very bad 2pcs were missing 1 is a another chimta and 1 is extension to extend its length. At last I want to tell you that it is made up of cheap quality . I do not recommend this.READ MORE,1.0
Good productREAD MORE,4.0
Definitely value for money no doubt. Going into detail the screwdriver is not suitable for heavy duty recommend but small purposes. If you apply too much pressure chances of breaking it is high. So buy if you want to use to repair small toys or a light usage.READ MORE,5.0
damage boxREAD MORE,1.0
Not good product.READ MORE,1.0
Good product but not BestREAD MORE,3.0
This product is very usefulREAD MORE,5.0
This product  is bad qualityREAD MORE,2.0
NiceREAD MORE,5.0
don't order this product....READ MORE,1.0
Good tools very usefullREAD MORE,5.0
very soft iron. already spoiled one headREAD MORE,2.0
Good Protect... an rate is very chifffffff....😉😉😉READ MORE,5.0
Very bad product.Please don't buy this productItem is very very small...it is not useful.READ MORE,1.0
GoodREAD MORE,5.0
Value of money. I got it at a price of 69. I gave it 3 star coz of weak magnet power. If magnet fail it will be useless hence I am afraid of that. And the head will broke if you press hard.READ MORE,3.0
not badREAD MORE,4.0
Didn’t use it yet. But product looks same as in the picture on website. I don’t know how reliable it can be but I think in this price this is all I can ask for.READ MORE,4.0
Got before the expected delivery date. Good quality product in this price range. Delivery service is also very nice. Thank YouREAD MORE,5.0
Nice product ....but this product is not help to open smart phone.READ MORE,3.0
goodREAD MORE,5.0
Nice product and Worth price really nice Most tryREAD MORE,5.0
Good meterialREAD MORE,5.0
Looking good.. durable or not don't know exactly..READ MORE,5.0
It's nice but not for daily use.... It's occasionally can be used for something only... Quality is like.. OkBut it's very small... It should range between 50-80 rsWhile I got it in 98 rs....READ MORE,3.0
The head little bit bend so roundness can not get perfectly.READ MORE,3.0
It seems big in pic but it is very smallREAD MORE,1.0
Good product but product size is smallREAD MORE,5.0
Product is good my product is something problemREAD MORE,4.0
Not 32 bits there are only 28 bit and it's smaller than you palmREAD MORE,1.0
Quality is too bad don't buyREAD MORE,1.0
Nice built in quality. Good productREAD MORE,4.0
It was goodREAD MORE,4.0
Product is good but 32 Pc. Of screw driver is a scam as there are lot of same pieces of same screen driverREAD MORE,3.0
Value of money in this price products is excellent. I love it... Best product. Don't ignore itREAD MORE,5.0
Very Small In Size. Poor Quality Plastic Material. I received with broken. Please use hard packing box. But This Is good for small types of work like computers laptops and more electronic devices reparing. Please take attention on more comfortable packing.READ MORE,4.0
Good and useful.I received broken box but after replacement they send new sealed pack.I am happy.READ MORE,5.0
Value for manny good product  and fast dilivaryREAD MORE,5.0
Too small malayaiee thattippa vagalleeREAD MORE,1.0
It is good but small.. just ok ok...READ MORE,4.0
Item ok avrageREAD MORE,3.0
"Read some reviews stating that they have received a product which is from different manufacturers. However, in my case I got the same product which is displayed. Yaa the grip feels a bit small, however it's the standard size, so nothing much to complain about. Happy with the product, shipment and fast delivery. Thank you seller &Thank you flipkartREAD MORE",5.0
goodREAD MORE,5.0
Bad qualityREAD MORE,1.0
Do not buy. It is made in china product.READ MORE,1.0
The product was very good but the iner packeging was not si good. Altough it is a nice product comapared to its price.READ MORE,4.0
Very niceREAD MORE,5.0
Nice  and very useful for things youREAD MORE,5.0
I like itREAD MORE,5.0
niceREAD MORE,3.0
GoodREAD MORE,4.0
Good productREAD MORE,3.0
Item is good but not very still magnet is not too powerfulREAD MORE,4.0
Good toolkitREAD MORE,5.0
GoodREAD MORE,4.0
Worst product i've ever seen its picture is showing it bigger but this whole box is not more than 12 cm. Please think before buying.....READ MORE,1.0
very small but niceREAD MORE,5.0
waste productREAD MORE,1.0
awesome product.READ MORE,5.0
awesome productREAD MORE,5.0
Very delicateREAD MORE,1.0
Good product...READ MORE,4.0
very nice best priceREAD MORE,3.0
this Jacqueline square pension 32 + this is very good in our daily life there is no problem in this and it is a value of money sum of squares are missing in this but the product is very good and value of moneyREAD MORE,5.0
very usefulREAD MORE,5.0
value for moneyREAD MORE,4.0
nice product in price RS.69READ MORE,5.0
metal quality is quite poorREAD MORE,3.0
low quality and small size poor plastic material usedREAD MORE,1.0
"Everything is fine. But Opening the box is itself a hard task and the Magnetic power is bit low, but it can be adjustable.READ MORE",4.0
don't buy this productmagnet very poor qualityREAD MORE,2.0
Poor qualityREAD MORE,1.0
I am very satisfied of this productREAD MORE,5.0
not bad😭😭READ MORE,3.0
"It looks good. But quality is very bad, some of the screw driver bits are not even getting inserted into it. And when I started using it, edges of most of the bits got deformed and could not use those bits further as it started slipping in the grooves provided on the screw. Highly disappointed.READ MORE",1.0
dont buy this item....its not suitable...hey flipkart dont put this type of material...its uselessREAD MORE,1.0
waist of moneyREAD MORE,1.0
very small but niceREAD MORE,3.0
Not goodREAD MORE,1.0
nyc products i am very happyREAD MORE,5.0
poor magnetic handleREAD MORE,3.0
Product quality not good.  I purchased it @89 Only with Free Delivery chargesREAD MORE,2.0
okREAD MORE,1.0
very Good ProductREAD MORE,5.0
good but size is to smallREAD MORE,3.0
Best Product at cheap Price I got this Product at Rs69 in Big Billion DayREAD MORE,5.0
"nive product ,,,only use for small thingsREAD MORE",5.0
good productsREAD MORE,4.0
thanks for flipkart fast deliveryREAD MORE,5.0
"as compared to budget the quality and quantity is so so good,but the cover should hold tight to the screws, and lock also should tightREAD MORE",4.0
not worth.. the quality is very bad that little pressure  break the pointed metalREAD MORE,1.0
really very defective product screw breaks easilyREAD MORE,1.0
metal quality is so poor.READ MORE,1.0
Sadanam kollaamBT bit connect cheyythukazhinjaal alppam loose unduREAD MORE,3.0
"The bits are of poor quality, having irregularities and machining imperfectionsREAD MORE",1.0
very poor metal quality.. don't buyREAD MORE,1.0
I purchased this for laptop and mobile repairing..the bits are low quality and cannot be used for long durations... after 2 days of usage the tips of the bits started to bend... not recommended...👎READ MORE,1.0
this product is goodREAD MORE,5.0
Very bad productREAD MORE,1.0
Small sizeREAD MORE,5.0
Very badREAD MORE,1.0
Poor qualityREAD MORE,1.0
Bad product. The screw pins are not durable.READ MORE,1.0
"Very bad product, don't buyREAD MORE",1.0
Very very bad productREAD MORE,1.0
SmallREAD MORE,1.0
not gudREAD MORE,1.0
varry badREAD MORE,1.0
Nice product but too smallREAD MORE,5.0
"Very good product ,  and good quality.READ MORE",5.0
Poor qualityREAD MORE,1.0
Worst qualityREAD MORE,1.0
This is very bad product . This product is like as garbage .READ MORE,1.0
Worst product ever....Tip damage single useREAD MORE,1.0
Worst product ..pls not to buy this productREAD MORE,1.0
Not so good..the size of the tools are soo small..as expecting..worth for rs 89.READ MORE,3.0
it's very small but quality is good.READ MORE,3.0
It's Awesome the product is so much useful.   There is value of money so guise go for it.READ MORE,5.0
Really niceREAD MORE,5.0
Nice product with a superb quality in that priceREAD MORE,4.0
good for the price paid 89/-READ MORE,4.0
very nice products ]READ MORE,5.0
all componant are good. 32 sets. all compnant are set to adject for all pins .. best in tis priceREAD MORE,4.0
nice product in this priceREAD MORE,4.0
gd productREAD MORE,5.0
Amazing product it has all the bit which you want to open small item thank you it's a deal at price of 89READ MORE,5.0
its not good product....READ MORE,2.0
not satisfied  with this product what expected thing not came i liked to get mobile repairing screw product but it come some differentREAD MORE,2.0
niceREAD MORE,5.0
NiceREAD MORE,5.0
Nice set & very useful for homeREAD MORE,4.0
The product is just too fragile. Very malleable for use.READ MORE,1.0
3 rd class productREAD MORE,1.0
Insufficient item inside the productREAD MORE,3.0
Nice product very cheap andI purchased Only on Rs. 99High performanceREAD MORE,5.0
Goodnot better but it's okkREAD MORE,3.0
the product is worth it.READ MORE,4.0
"It's good at this price, but it would be improved by adjusting different pin in narrow hole.READ MORE",3.0
Use ful toolsREAD MORE,4.0
Don't buy this product not worthI received a used product my money wastedREAD MORE,1.0
Best productREAD MORE,5.0
Nice productsREAD MORE,5.0
SuparREAD MORE,5.0
Good product no doubt Go for it buyREAD MORE,5.0
SuperREAD MORE,5.0
Low materialREAD MORE,1.0
Good quality for 99/-READ MORE,4.0
GoodREAD MORE,5.0
Happy with this product ...i recommend this... On every basic uses... Thank you flipkartREAD MORE,5.0
Super thanks for flipkardREAD MORE,5.0
Super useful okREAD MORE,4.0
GoodREAD MORE,4.0
Cheap ... But not a good quality.... Only usefull for mobile repairing....READ MORE,3.0
Magnet not sticks perfectlyREAD MORE,1.0
NiceREAD MORE,5.0
Happy with this product ...i recommend this... On every basic uses... Thank you flipkartREAD MORE,5.0
Super thanks for flipkardREAD MORE,5.0
GoodREAD MORE,4.0
Super useful okREAD MORE,4.0
Very good at the price.READ MORE,4.0
GoodREAD MORE,4.0
Cheap ... But not a good quality.... Only usefull for mobile repairing....READ MORE,3.0
Magnet not sticks perfectlyREAD MORE,1.0
It is good productREAD MORE,5.0
NiceREAD MORE,5.0
good . Good product for home use purposes.READ MORE,5.0
Don't buy this productREAD MORE,2.0
The product and quality is good but the size of this product is small for normal use it is just ok .READ MORE,3.0
Very good productREAD MORE,4.0
GoodREAD MORE,5.0
Very bad no one buy this productREAD MORE,1.0
Good Product BestREAD MORE,5.0
GoodREAD MORE,3.0
SuperREAD MORE,5.0
GoodREAD MORE,3.0
GoodREAD MORE,4.0
Good Product.READ MORE,4.0
NiceREAD MORE,3.0
A couple of screw were missing & being replaced by extras of a certain type! Built quality not exactly great but can't complain much as I got it for Rs .100/-READ MORE,4.0
Not bedREAD MORE,1.0
good productREAD MORE,5.0
BAD PRODUCTREAD MORE,1.0
Very useful.. ?READ MORE,5.0
Poor quality product... didn't used onceREAD MORE,1.0
Size is too shortREAD MORE,2.0
Not badREAD MORE,2.0
GoodREAD MORE,5.0
Soo goodREAD MORE,5.0
Ok typeREAD MORE,4.0
NiceREAD MORE,5.0
Waste of moneyREAD MORE,1.0
Value of money usefull this productREAD MORE,4.0
Value for moneyREAD MORE,4.0
Fixing the items to the holder can be improved as it is not the finest in terms of usability.. lacks a bit quality.. otherwise best items for such a price.READ MORE,3.0
Full Damage warst productREAD MORE,1.0
BadREAD MORE,1.0
Nice ..READ MORE,5.0
"Does the job. Okay for toys, etc but not for mobile repairREAD MORE",4.0
It is very nice and it will do  very good workREAD MORE,3.0
BedREAD MORE,1.0
It's ok productREAD MORE,3.0
Awesome productREAD MORE,5.0
it's uselessREAD MORE,1.0
Not badREAD MORE,4.0
GoodREAD MORE,4.0
Quality is not better.READ MORE,2.0
It's Good Product But Not A Fantastic Product In This Price.So I Can't Recommended My Friends.But Thanks To Flipkart For This ProductREAD MORE,5.0
Nice product but very small... it's for mobile.READ MORE,4.0
I have used this kit.....I am feeling very happy to this product......delivery time is very fast........thanks Flipkart......READ MORE,5.0
Use lessREAD MORE,3.0
More than baterREAD MORE,3.0
GoodREAD MORE,3.0
Good productREAD MORE,5.0
"Very useful product with different screwdrivers. Size is perfect to carry without any Hassel, value for moneyREAD MORE",5.0
Low quality material can usedREAD MORE,3.0
NiceREAD MORE,4.0
It's not a good quality but looks is very nice so please improve your quality and product is very importantREAD MORE,3.0
Very very useless👎👎👎👎READ MORE,1.0
Awesome product V.niceREAD MORE,5.0
Nice and thanks😊😊😊flipkart👌👌READ MORE,4.0
Product Quality is No 1!READ MORE,5.0
"Not worthable waste of money it is too small handle , and it don't have magnet 🧲 to hold the tipREAD MORE",1.0
Guys listed it's size too small. But best for our house.READ MORE,4.0
Good productREAD MORE,5.0
Better offshanREAD MORE,4.0
BestREAD MORE,5.0
Very small...not as per expectedREAD MORE,1.0
So many bad reviews but my thoughts is ...I bought for just 100 so 100%value for money but quality wise okay but not badREAD MORE,4.0
too small waste of moneyREAD MORE,1.0
Good for normal workREAD MORE,4.0
NiceREAD MORE,5.0
Very badREAD MORE,1.0
Good productREAD MORE,5.0
PowerREAD MORE,1.0
NiceREAD MORE,4.0
ExcellentREAD MORE,5.0
Not badREAD MORE,4.0
Nice productREAD MORE,5.0
Screws does not open edges get damaged in single useREAD MORE,1.0
The handle is bit too small and the tools don't fit perfectly keeps moving and the tool is curved a little bit not perfectly straightREAD MORE,3.0
"Good looking,and usefulREAD MORE",3.0
Size was too smallREAD MORE,3.0
Got a damaged box. Glass is broken.READ MORE,1.0
Nice product 👍READ MORE,5.0
Overall good but if have I phone screw will be much better .READ MORE,4.0
GoodREAD MORE,3.0
No.1 BakbasREAD MORE,1.0
Small sizeREAD MORE,3.0
Nice product.READ MORE,5.0
"Wah! Awsome product, don't hesitate to buy by seeing   its low price, & just not  judge any product all the time by its price. GO FOR IT.READ MORE",5.0
This product is good and useful but  products is very smallREAD MORE,5.0
Good toolkit for homeREAD MORE,4.0
soo smallREAD MORE,3.0
Quality is not better.READ MORE,2.0
It's Good Product But Not A Fantastic Product In This Price.So I Can't Recommended My Friends.But Thanks To Flipkart For This ProductREAD MORE,5.0
Nice product but very small... it's for mobile.READ MORE,4.0
I have used this kit.....I am feeling very happy to this product......delivery time is very fast........thanks Flipkart......READ MORE,5.0
Use lessREAD MORE,3.0
More than baterREAD MORE,3.0
GoodREAD MORE,3.0
Good productREAD MORE,5.0
"Very useful product with different screwdrivers. Size is perfect to carry without any Hassel, value for moneyREAD MORE",5.0
Low quality material can usedREAD MORE,3.0
NiceREAD MORE,4.0
usefulREAD MORE,4.0
Good productREAD MORE,4.0
It's not a good quality but looks is very nice so please improve your quality and product is very importantREAD MORE,3.0
Very very useless👎👎👎👎READ MORE,1.0
Good but not purchase work for every day you can problem your workREAD MORE,5.0
Awesome product V.niceREAD MORE,5.0
Nice and thanks😊😊😊flipkart👌👌READ MORE,4.0
GoodREAD MORE,5.0
3 4 screw driver isn't attachedREAD MORE,1.0
cheap and bestREAD MORE,4.0
"Not the beat quality but ok for the price,I got it for 90rs,does its job.so okREAD MORE",5.0
Good prodact but holder is soo small..READ MORE,4.0
Not goodREAD MORE,3.0
GoodREAD MORE,5.0
